text,label,word_count,cleaned_text,tokens,token_count
"Australia Cuts Forecasts for Wage Increases, Economic Growth and Budget Surplus",0,11,"australia cuts forecasts for wage increases, economic growth and budget surplus","['australia', 'cuts', 'forecasts', 'for', 'wage', 'increases', 'economic', 'growth', 'and', 'budget', 'surplus']",11
Mexico will never accept 'disguised' labor inspectors under USMCA: foreign minister,2,11,mexico will never accept 'disguised' labor inspectors under usmca foreign minister,"['mexico', 'will', 'never', 'accept', ""'disguised'"", 'labor', 'inspectors', 'under', 'usmca', 'foreign', 'minister']",11
Japan Finds 41 More Virus Cases on Cruise Ship,2,9,japan finds 41 more virus cases on cruise ship,"['japan', 'finds', '41', 'more', 'virus', 'cases', 'on', 'cruise', 'ship']",9
Ford shakes up top management three days after weak profit outlook,0,11,ford shakes up top management three days after weak profit outlook,"['ford', 'shakes', 'up', 'top', 'management', 'three', 'days', 'after', 'weak', 'profit', 'outlook']",11
"Scoop: Trump administration pushing new drug spending cap - Axios

https://t.co/fItFGFFIE6",2,11,scoop trump administration pushing new drug spending cap - axios,"['scoop', 'trump', 'administration', 'pushing', 'new', 'drug', 'spending', 'cap', '-', 'axios']",10
It's the most wonderful time of year for porch pirates — and @sarahhalzack has a plan for how to stop them… https://t.co/lUq9vDYyu3,2,22,it's the most wonderful time of year for porch pirates and has a plan for how to stop them,"[""it's"", 'the', 'most', 'wonderful', 'time', 'of', 'year', 'for', 'porch', 'pirates', 'and', 'has', 'a', 'plan', 'for', 'how', 'to', 'stop', 'them']",19
What Bad News? Investors Keep Stocks Rising--Update #economy #MarketScreener https://t.co/ExrV4T1guP https://t.co/6n0A3MHaZF,1,11,what bad news investors keep stocks rising--update economy marketscreener,"['what', 'bad', 'news', 'investors', 'keep', 'stocks', 'rising--update', 'economy', 'marketscreener']",9
Uefa explores move into Champions League streaming https://t.co/Ifdw0O5RDm,2,8,uefa explores move into champions league streaming,"['uefa', 'explores', 'move', 'into', 'champions', 'league', 'streaming']",7
BREAKING NEWS: AccendoWave Digital Drug Opioid Alternative Releases Home-Use Product https://t.co/O89txp8upn https://t.co/FlW06XoXQV,2,12,breaking news accendowave digital drug opioid alternative releases home-use product,"['breaking', 'news', 'accendowave', 'digital', 'drug', 'opioid', 'alternative', 'releases', 'home-use', 'product']",10
$TAST - Carrols Restaurant names Anthony E. Hull as CFO https://t.co/ufyJY8IHeo,2,11,$TAST - carrols restaurant names anthony e. hull as cfo,"['$TAST', '-', 'carrols', 'restaurant', 'names', 'anthony', 'e', 'hull', 'as', 'cfo']",10
Sympathy strikes ground flights and bring havoc to commuters in Finland https://t.co/Ll2SzTY1Ql,0,12,sympathy strikes ground flights and bring havoc to commuters in finland,"['sympathy', 'strikes', 'ground', 'flights', 'and', 'bring', 'havoc', 'to', 'commuters', 'in', 'finland']",11
Bank of Ireland : to make branch network changes in response to COVID-19 #BankofIreland #Stock #MarketScreener… https://t.co/2rKs52jf1Y,2,17,bank of ireland to make branch network changes in response to covid-19 bankofireland stock marketscreener,"['bank', 'of', 'ireland', 'to', 'make', 'branch', 'network', 'changes', 'in', 'response', 'to', 'covid-19', 'bankofireland', 'stock', 'marketscreener']",15
This is billionaire Jeff Bezos' daily routine and how it sets him up for success. https://t.co/ek82oxP7yi,2,16,this is billionaire jeff bezos' daily routine and how it sets him up for success.,"['this', 'is', 'billionaire', 'jeff', ""bezos'"", 'daily', 'routine', 'and', 'how', 'it', 'sets', 'him', 'up', 'for', 'success']",15
SEBI Issues Performance Benchmarking Guidelines For Alternative Investment Funds,2,9,sebi issues performance benchmarking guidelines for alternative investment funds,"['sebi', 'issues', 'performance', 'benchmarking', 'guidelines', 'for', 'alternative', 'investment', 'funds']",9
What’s Better Than a Valentine Card? A Valentine Biscuit!,2,9,what s better than a valentine card a valentine biscuit,"['what', 's', 'better', 'than', 'a', 'valentine', 'card', 'a', 'valentine', 'biscuit']",10
Hedge Funds Have Never Been More Bullish On Aurinia Pharmaceuticals Inc (AUPH),1,12,hedge funds have never been more bullish on aurinia pharmaceuticals inc auph,"['hedge', 'funds', 'have', 'never', 'been', 'more', 'bullish', 'on', 'aurinia', 'pharmaceuticals', 'inc', 'auph']",12
IMO International Maritime Organization : Preparations intensify as 1 January 2020 global ... #IMO #economy… https://t.co/lsFUo42jBD,2,16,imo international maritime organization preparations intensify as 1 january 2020 global ... imo economy,"['imo', 'international', 'maritime', 'organization', 'preparations', 'intensify', 'as', '1', 'january', '2020', 'global', 'imo', 'economy']",13
Costco quarterly revenue misses estimates on weak e-commerce growth,0,9,costco quarterly revenue misses estimates on weak e-commerce growth,"['costco', 'quarterly', 'revenue', 'misses', 'estimates', 'on', 'weak', 'e-commerce', 'growth']",9
Even DIY Cocktails Can't Help Brexit Blues,2,7,even diy cocktails can't help brexit blues,"['even', 'diy', 'cocktails', ""can't"", 'help', 'brexit', 'blues']",7
Huge lines at Hong Kong polling stations for local elections after months of #HongKongProtests. All sides are urgin… https://t.co/IiOd5lGMhw,2,19,huge lines at hong kong polling stations for local elections after months of hongkongprotests. all sides are urgin,"['huge', 'lines', 'at', 'hong', 'kong', 'polling', 'stations', 'for', 'local', 'elections', 'after', 'months', 'of', 'hongkongprotests', 'all', 'sides', 'are', 'urgin']",18
"VKTX, JKS among premarket gainer",1,5,"vktx, jks among premarket gainer","['vktx', 'jks', 'among', 'premarket', 'gainer']",5
SPDR S&P Retail ETF down 1.3% in premarket trading,0,9,spdr s p retail etf down 1.3% in premarket trading,"['spdr', 's', 'p', 'retail', 'etf', 'down', '1.3%', 'in', 'premarket', 'trading']",10
MICROmega : Sebata - empowerment transaction #MICROmega #Stock #MarketScreener https://t.co/DTjCG1iCeU https://t.co/slUU3Dauaa,2,11,micromega sebata - empowerment transaction micromega stock marketscreener,"['micromega', 'sebata', '-', 'empowerment', 'transaction', 'micromega', 'stock', 'marketscreener']",8
3 Things to Watch in the Stock Market This Week,2,10,3 things to watch in the stock market this week,"['3', 'things', 'to', 'watch', 'in', 'the', 'stock', 'market', 'this', 'week']",10
Dow stock price target raised to $52 vs. $46 at BofA Merrill Lynch,1,13,dow stock price target raised to $52 vs. $46 at bofa merrill lynch,"['dow', 'stock', 'price', 'target', 'raised', 'to', '$52', 'vs', '$46', 'at', 'bofa', 'merrill', 'lynch']",13
"Big fantasy playoff matchup against @Jason_Buck this week, a rematch of my week 10 defeat by &lt; 0.5 points as Dalvin… https://t.co/Qe3E2UzI1Z",2,22,"big fantasy playoff matchup against this week, a rematch of my week 10 defeat by 0.5 points as dalvin","['big', 'fantasy', 'playoff', 'matchup', 'against', 'this', 'week', 'a', 'rematch', 'of', 'my', 'week', '10', 'defeat', 'by', '0.5', 'points', 'as', 'dalvin']",19
$UCBJF $UCBJF $ABBV - UCB's bimekizumab tops Humira in late-stage psoriasis study https://t.co/LHT1Kd1aTu,2,13,$UCBJF $UCBJF $ABBV - ucb's bimekizumab tops humira in late-stage psoriasis study,"['$UCBJF', '$UCBJF', '$ABBV', '-', ""ucb's"", 'bimekizumab', 'tops', 'humira', 'in', 'late-stage', 'psoriasis', 'study']",12
Renault : New Renault Espace - Press kit EN #Renault #Stock #MarketScreener https://t.co/LJGDhIY4Wq https://t.co/bqpAjq0NCk,2,14,renault new renault espace - press kit en renault stock marketscreener,"['renault', 'new', 'renault', 'espace', '-', 'press', 'kit', 'en', 'renault', 'stock', 'marketscreener']",11
Egypt's inflation inched higher for a third straight month in urban parts of the country https://t.co/DoJPWNnsC1,0,16,egypt's inflation inched higher for a third straight month in urban parts of the country,"[""egypt's"", 'inflation', 'inched', 'higher', 'for', 'a', 'third', 'straight', 'month', 'in', 'urban', 'parts', 'of', 'the', 'country']",15
Former RBI Chief Subbarao Cautions Against ‘Fiscal Profligacy’,2,8,former rbi chief subbarao cautions against fiscal profligacy,"['former', 'rbi', 'chief', 'subbarao', 'cautions', 'against', 'fiscal', 'profligacy']",8
Can Activision Blizzard Repeat Its Strong Year In 2020?,2,9,can activision blizzard repeat its strong year in 2020,"['can', 'activision', 'blizzard', 'repeat', 'its', 'strong', 'year', 'in', '2020']",9
$TLT $TBT $USO - Interest rates and oil carve out new lows as stocks slip https://t.co/8qemzQl6Ze,0,16,$TLT $TBT $USO - interest rates and oil carve out new lows as stocks slip,"['$TLT', '$TBT', '$USO', '-', 'interest', 'rates', 'and', 'oil', 'carve', 'out', 'new', 'lows', 'as', 'stocks', 'slip']",15
Amazon says it signed up new Prime service members in record numbers in the U.K. this week when it aired Premier Le… https://t.co/SM7E7PiVsL,1,23,amazon says it signed up new prime service members in record numbers in the u.k. this week when it aired premier le,"['amazon', 'says', 'it', 'signed', 'up', 'new', 'prime', 'service', 'members', 'in', 'record', 'numbers', 'in', 'the', 'u.k', 'this', 'week', 'when', 'it', 'aired', 'premier', 'le']",22
You never know when you're going to have to tap into your emergency fund. Here's how much money you should have in… https://t.co/uTQozBgz8K,2,23,you never know when you're going to have to tap into your emergency fund. here's how much money you should have in,"['you', 'never', 'know', 'when', ""you're"", 'going', 'to', 'have', 'to', 'tap', 'into', 'your', 'emergency', 'fund', ""here's"", 'how', 'much', 'money', 'you', 'should', 'have', 'in']",22
FDA extends action date for Blueprint's avapritinib,2,7,fda extends action date for blueprint's avapritinib,"['fda', 'extends', 'action', 'date', 'for', ""blueprint's"", 'avapritinib']",7
GlobalSCAPE declares $3.35 special dividend,2,5,globalscape declares $3.35 special dividend,"['globalscape', 'declares', '$3.35', 'special', 'dividend']",5
Amazon set to open new grocery stores next year,2,9,amazon set to open new grocery stores next year,"['amazon', 'set', 'to', 'open', 'new', 'grocery', 'stores', 'next', 'year']",9
"AGCO -4.2% on Q4 miss, soft guidance",0,7,"agco -4.2% on q4 miss, soft guidance","['agco', '-4.2%', 'on', 'q4', 'miss', 'soft', 'guidance']",7
"US wants China trade deal but won't turn blind eye to Hong Kong, Trump national security advisor says https://t.co/dvrewpls4T",2,19,"us wants china trade deal but won't turn blind eye to hong kong, trump national security advisor says","['us', 'wants', 'china', 'trade', 'deal', 'but', ""won't"", 'turn', 'blind', 'eye', 'to', 'hong', 'kong', 'trump', 'national', 'security', 'advisor', 'says']",18
Highlight: Carnival CEO Arnold W. Donald discusses new wearable technology to enhance travel experiences on cruises: https://t.co/zAn9cDmKYr,2,17,highlight carnival ceo arnold w. donald discusses new wearable technology to enhance travel experiences on cruises,"['highlight', 'carnival', 'ceo', 'arnold', 'w', 'donald', 'discusses', 'new', 'wearable', 'technology', 'to', 'enhance', 'travel', 'experiences', 'on', 'cruises']",16
Ebay stock up 5.4%in Monday premarket trading,1,7,ebay stock up 5.4%in monday premarket trading,"['ebay', 'stock', 'up', '5.4%in', 'monday', 'premarket', 'trading']",7
"$LJPC: La Jolla Pharm President/CEO George Tidmarsh, M.D., Ph.D., leaves the company to pursue other interests https://t.co/jRdmzTVmT1",2,17,"$LJPC la jolla pharm president ceo george tidmarsh, m.d., ph.d., leaves the company to pursue other interests","['$LJPC', 'la', 'jolla', 'pharm', 'president', 'ceo', 'george', 'tidmarsh', 'm.d', 'ph.d', 'leaves', 'the', 'company', 'to', 'pursue', 'other', 'interests']",17
An open letter to President Trump 3 years after the election,2,11,an open letter to president trump 3 years after the election,"['an', 'open', 'letter', 'to', 'president', 'trump', '3', 'years', 'after', 'the', 'election']",11
"As the streaming market grows more crowded, Comcast's CFO suggested that the cable giant is considering a different… https://t.co/YJMrc9d2RT",2,19,"as the streaming market grows more crowded, comcast's cfo suggested that the cable giant is considering a different","['as', 'the', 'streaming', 'market', 'grows', 'more', 'crowded', ""comcast's"", 'cfo', 'suggested', 'that', 'the', 'cable', 'giant', 'is', 'considering', 'a', 'different']",18
The Unspoken Truth: What Impeachment Exposed About Trump and 2020 https://t.co/pYTYBcD55I,2,11,the unspoken truth what impeachment exposed about trump and 2020,"['the', 'unspoken', 'truth', 'what', 'impeachment', 'exposed', 'about', 'trump', 'and', '2020']",10
"Bloomberg Daybreak: Feb. 6, 2020 - Hour 1 (Radio)",2,9,"bloomberg daybreak feb. 6, 2020 - hour 1 radio","['bloomberg', 'daybreak', 'feb', '6', '2020', '-', 'hour', '1', 'radio']",9
$FLOW $APO - Apollo near deal to buy SPX Flow power unit for $700M - Bloomberg https://t.co/PQFYbjxRss,2,17,$FLOW $APO - apollo near deal to buy spx flow power unit for $700m - bloomberg,"['$FLOW', '$APO', '-', 'apollo', 'near', 'deal', 'to', 'buy', 'spx', 'flow', 'power', 'unit', 'for', '$700m', '-', 'bloomberg']",16
"$LQDT - Liquidity Services, Inc. (LQDT) CEO Bill Angrick on Q4 2019 Results - Earnings Call Transcript. Read more a… https://t.co/eNAf5o0hp4",2,21,"$LQDT - liquidity services, inc. lqdt ceo bill angrick on q4 2019 results - earnings call transcript. read more a","['$LQDT', '-', 'liquidity', 'services', 'inc', 'lqdt', 'ceo', 'bill', 'angrick', 'on', 'q4', '2019', 'results', '-', 'earnings', 'call', 'transcript', 'read', 'more', 'a']",20
"AUD/USD, NZD/USD, USD/CNY – Pacific Currencies Trading Sideways",2,8,"aud usd, nzd usd, usd cny pacific currencies trading sideways","['aud', 'usd', 'nzd', 'usd', 'usd', 'cny', 'pacific', 'currencies', 'trading', 'sideways']",10
$UN $UL - Unilever U.S. recalls some chicken products https://t.co/jLN7s2LAd7,0,10,$UN $UL - unilever u.s. recalls some chicken products,"['$UN', '$UL', '-', 'unilever', 'u.s', 'recalls', 'some', 'chicken', 'products']",9
'Unfit' Uber loses London license over safety failures,0,8,'unfit' uber loses london license over safety failures,"[""'unfit'"", 'uber', 'loses', 'london', 'license', 'over', 'safety', 'failures']",8
Global stocks stutter at end of best week since June,0,10,global stocks stutter at end of best week since june,"['global', 'stocks', 'stutter', 'at', 'end', 'of', 'best', 'week', 'since', 'june']",10
"Swiss Currency, Javid’s Ambitions, China Cuts Tariffs: Eco Day",2,9,"swiss currency, javid s ambitions, china cuts tariffs eco day","['swiss', 'currency', 'javid', 's', 'ambitions', 'china', 'cuts', 'tariffs', 'eco', 'day']",10
LUXURY PURCHASE: French conglomerate LVMH is close to a deal to buy Tiffany & Co. for more than $16 billion https://t.co/E4ndLmMNHu,2,21,luxury purchase french conglomerate lvmh is close to a deal to buy tiffany co. for more than $16 billion,"['luxury', 'purchase', 'french', 'conglomerate', 'lvmh', 'is', 'close', 'to', 'a', 'deal', 'to', 'buy', 'tiffany', 'co', 'for', 'more', 'than', '$16', 'billion']",19
Commercial paper outstanding – a measure of short-term promissory notes issued primarily by corporations – decrease… https://t.co/oldk9Gvw7b,2,17,commercial paper outstanding a measure of short-term promissory notes issued primarily by corporations decrease,"['commercial', 'paper', 'outstanding', 'a', 'measure', 'of', 'short-term', 'promissory', 'notes', 'issued', 'primarily', 'by', 'corporations', 'decrease']",14
